,uid,issue,pull,push,star,repo,name,year,quarter,norm_issue,norm_pull,norm_push,norm_star,norm_use
2199,SourcePawn__2018__4,248.0,128.0,0.0,144.0,0.0,SourcePawn,2018,4,0.001530760257019585,0.000814513614467798,0.0,0.00021554885624388155,0.0006402056819328162
2200,Elm__2018__4,244.0,188.0,982.0,809.0,0.0,Elm,2018,4,0.001506070575454753,0.0011963168712495783,0.0029274807567329078,0.0012109654493145845,0.0017102084131879558
2201,Nix__2018__4,238.0,7557.0,5725.0,207.0,0.0,Nix,2018,4,0.0014690360531075051,0.04808812019166524,0.017067033943274842,0.0003098514808505797,0.01673351041722454
2202,Nim__2018__4,237.0,157.0,642.0,529.0,0.0,Nim,2018,4,0.0014628636327162971,0.0009990518552456585,0.0019138927146868908,0.0007918426732848149,0.0012919127189834154
2203,D__2018__4,231.0,154.0,767.0,653.0,0.0,D,2018,4,0.001425829110369049,0.0009799616924065695,0.0022865353772038087,0.000977454188383713,0.0014174450920907851
2204,FreeMarker__2018__4,231.0,437.0,855.0,178.0,0.0,FreeMarker,2018,4,0.001425829110369049,0.002780800386893967,0.002548875811615719,0.0002664423361903536,0.001755486911267272
2205,Verilog__2018__4,230.0,0.0,444.0,730.0,0.0,Verilog,2018,4,0.001419656689977841,0.0,0.0013236267372600927,0.0010927129517918997,0.0009589990947574583
2206,Apex__2018__4,229.0,479.0,842.0,272.0,0.0,Apex,2018,4,0.001413484269586633,0.003048062666641213,0.0025101209747139595,0.00040714783957177626,0.0018447039376283953
2207,Batchfile__2018__4,212.0,242.0,1193.0,542.0,0.0,Batchfile,2018,4,0.001308553122936097,0.0015399398023531808,0.003556501571061465,0.0008113019450290542,0.0018040741103449492
2208,Common Lisp__2018__4,204.0,174.0,1158.0,1146.0,0.0,Common Lisp,2018,4,0.001259173759806433,0.001107229444667163,0.003452161625556728,0.0017154096476075574,0.0018834936194094703
2209,Crystal__2018__4,195.0,436.0,721.0,938.0,0.0,Crystal,2018,4,0.0012036219762855608,0.002774436999280937,0.002149402877397583,0.0014040612996997284,0.0018828807881659522
2210,AutoHotkey__2018__4,184.0,0.0,0.0,593.0,0.0,AutoHotkey,2018,4,0.0011357253519822727,0.0,0.0,0.0008876421649487622,0.0005058418792327588
2211,QML__2018__4,181.0,223.0,865.0,478.0,0.0,QML,2018,4,0.0011172080908086488,0.0014190354377056169,0.0025786872246170724,0.0007155024533651069,0.0014576083016241113
2212,BitBake__2018__4,160.0,453.0,1999.0,146.0,0.0,BitBake,2018,4,0.0009875872625932807,0.0028826145887024418,0.005959301458970553,0.00021854259035837992,0.0025120114751561637
2213,PureScript__2018__4,141.0,162.0,0.0,416.0,0.0,PureScript,2018,4,0.0008703112751603286,0.001030868793310807,0.0,0.0006226966958156579,0.0006309691910716984
2214,UnrealScript__2018__4,139.0,0.0,0.0,0.0,0.0,UnrealScript,2018,4,0.0008579664343779126,0.0,0.0,0.0,0.00021449160859447815
2215,Scheme__2018__4,128.0,152.0,1880.0,718.0,0.0,Scheme,2018,4,0.0007900698100746246,0.0009672349171805102,0.0056045456442544465,0.0010747505471049095,0.0021091502296536227
2216,Assembly__2018__4,120.0,466.0,1940.0,1195.0,0.0,Assembly,2018,4,0.0007406904469449605,0.0029653386276718274,0.005783414122262567,0.001788756133412767,0.0028195498325730307
2217,ASP__2018__4,116.0,0.0,0.0,220.0,0.0,ASP,2018,4,0.0007160007653801285,0.0,0.0,0.00032931075259481907,0.0002613278794937369
2218,PostScript__2018__4,116.0,0.0,0.0,0.0,0.0,PostScript,2018,4,0.0007160007653801285,0.0,0.0,0.0,0.00017900019134503212
2219,RobotFramework__2018__4,114.0,0.0,0.0,0.0,0.0,RobotFramework,2018,4,0.0007036559245977125,0.0,0.0,0.0,0.00017591398114942812
2220,HCL__2018__4,113.0,599.0,1028.0,658.0,0.0,HCL,2018,4,0.0006974835042065045,0.003811669180204774,0.0030646132565391336,0.0009849385236699588,0.0021396761161550926
2221,SQF__2018__4,112.0,0.0,0.0,0.0,0.0,SQF,2018,4,0.0006913110838152965,0.0,0.0,0.0,0.00017282777095382413
2222,Puppet__2018__4,105.0,1016.0,2510.0,0.0,0.0,Puppet,2018,4,0.0006481041410768405,0.006465201814838147,0.007482664663339713,0.0,0.003648992654813675
2223,Cuda__2018__4,105.0,0.0,0.0,875.0,0.0,Cuda,2018,4,0.0006481041410768405,0.0,0.0,0.0013097586750930304,0.0004894657040424677
2224,Smarty__2018__4,103.0,199.0,1277.0,168.0,0.0,Smarty,2018,4,0.0006357593002944245,0.0012663141349929048,0.003806917440272834,0.0002514736656178618,0.0014901161352945062
2225,1C Enterprise__2018__4,100.0,0.0,0.0,0.0,0.0,1C Enterprise,2018,4,0.0006172420391208004,0.0,0.0,0.0,0.0001543105097802001
2226,JavaScript__2019__1,165850.0,151255.0,328928.0,694689.0,0.0,JavaScript,2019,1,1.0,0.8899551653938031,0.931066205088867,1.0,0.9552553426206676
2227,Python__2019__1,121095.0,169958.0,353281.0,370405.0,0.0,Python,2019,1,0.7301477238468496,1.0,1.0,0.5331954298974073,0.8158357884360643
2228,Java__2019__1,86166.0,100654.0,247515.0,258128.0,0.0,Java,2019,1,0.5195417545975279,0.5922286682592169,0.7006179217110459,0.37157346668797114,0.5459904528139404
2229,C++__2019__1,58872.0,84788.0,196794.0,163611.0,0.0,C++,2019,1,0.3549713596623455,0.4988761929417856,0.5570466569105047,0.23551690036836628,0.4116027774707505
2230,Go__2019__1,58637.0,85700.0,108197.0,239288.0,0.0,Go,2019,1,0.3535544166415436,0.5042422245495946,0.3062632861659699,0.3444534172845691,0.37712833616041924
2231,PHP__2019__1,53728.0,59887.0,145567.0,146544.0,0.0,PHP,2019,1,0.32395538136870666,0.3523635251062027,0.41204310449755294,0.21094907217474293,0.3248277707868013
2232,TypeScript__2019__1,50739.0,69030.0,131527.0,104461.0,0.0,TypeScript,2019,1,0.30593307205306,0.4061591687358053,0.3723013691650556,0.1503708853890014,0.30869112383573055
2233,C#__2019__1,42109.0,35259.0,84981.0,92106.0,0.0,C#,2019,1,0.25389810069339763,0.20745713646900998,0.24054789247086597,0.13258594853236486,0.2086222695414096
2234,C__2019__1,31849.0,39994.0,98095.0,101537.0,0.0,C,2019,1,0.19203497135966235,0.23531696066086916,0.2776684848604935,0.14616180765781522,0.21279555613471007
2235,Ruby__2019__1,24013.0,53608.0,94352.0,62947.0,0.0,Ruby,2019,1,0.14478745854687972,0.31541910354322833,0.2670735193797572,0.0906117701590208,0.2044729629072215
2236,HTML__2019__1,15331.0,24843.0,113102.0,46882.0,0.0,HTML,2019,1,0.09243895085921013,0.14617140705350734,0.32014741806097696,0.06748631401965484,0.1565610224983373
2237,Shell__2019__1,15195.0,22829.0,65553.0,72825.0,0.0,Shell,2019,1,0.09161893277057583,0.13432142058626248,0.1855548416133333,0.10483108268592133,0.12908156941402324
2238,CSS__2019__1,8886.0,7165.0,38432.0,40630.0,0.0,CSS,2019,1,0.05357853482062104,0.04215747419950811,0.10878592395288736,0.058486603357761534,0.06575213408269451
2239,Swift__2019__1,8190.0,11592.0,24182.0,72959.0,0.0,Swift,2019,1,0.049381971661139584,0.06820508596241424,0.06844976095516034,0.10502397475704955,0.07276519833394093
2240,Objective-C__2019__1,7355.0,4790.0,10605.0,48693.0,0.0,Objective-C,2019,1,0.04434730177871571,0.02818343355417221,0.0300185970940979,0.07009323596602221,0.04316064209825201
2241,Kotlin__2019__1,7355.0,11343.0,24236.0,21042.0,0.0,Kotlin,2019,1,0.04434730177871571,0.0667400181221243,0.06860261378336226,0.030289813139404827,0.052494936705901774
2242,Scala__2019__1,5412.0,15825.0,31097.0,14223.0,0.0,Scala,2019,1,0.032631896291829963,0.09311123924734346,0.08802341478879419,0.020473909907886837,0.058560115058963615
2243,Rust__2019__1,5013.0,9358.0,19741.0,21542.0,0.0,Rust,2019,1,0.030226107928851373,0.055060662045917225,0.05587903113951784,0.031009559673465394,0.04304384019693796
2244,Vue__2019__1,4926.0,2694.0,7047.0,22035.0,0.0,Vue,2019,1,0.02970153753391619,0.01585097494675155,0.019947294080349637,0.03171922975604911,0.024304759079266623
2245,Lua__2019__1,4815.0,3714.0,11379.0,10241.0,0.0,Lua,2019,1,0.02903225806451613,0.021852457666011602,0.03220948763165865,0.014741848510628498,0.02445901296820372
2246,Jupyter Notebook__2019__1,3721.0,7090.0,20204.0,30534.0,0.0,Jupyter Notebook,2019,1,0.022435936086825446,0.04171618870544488,0.05718960261095275,0.043953481342010596,0.04132380218630842
2247,R__2019__1,3238.0,1430.0,9085.0,3020.0,0.0,R,2019,1,0.019523665963219777,0.008413843420139093,0.025716073041007016,0.004347269065725814,0.014500212872522926
2248,Groovy__2019__1,2838.0,4057.0,8228.0,4677.0,0.0,Groovy,2019,1,0.017111848055471814,0.023870603325527484,0.023290242045284067,0.006732509079602527,0.017751300626471473
2249,Perl__2019__1,2686.0,3050.0,11025.0,6621.0,0.0,Perl,2019,1,0.016195357250527585,0.017945610091905057,0.031207452424557223,0.009530883604030005,0.01871982584275497
2250,Elixir__2019__1,2303.0,3657.0,5855.0,7091.0,0.0,Elixir,2019,1,0.013886041603858909,0.021517080690523542,0.016573209428188893,0.010207445346046937,0.01554594426715457
2251,Emacs Lisp__2019__1,2163.0,1434.0,7075.0,6241.0,0.0,Emacs Lisp,2019,1,0.01304190533614712,0.008437378646489132,0.020026551102380257,0.008983876238143975,0.012622427830790123
2252,PowerShell__2019__1,2122.0,2230.0,5033.0,7887.0,0.0,PowerShell,2019,1,0.012794694000602954,0.013120888690146977,0.014246449710004218,0.011353281828271356,0.012878828557256375
2253,Dart__2019__1,2105.0,6017.0,4574.0,5626.0,0.0,Dart,2019,1,0.012692191739523666,0.0354028642370468,0.012947200670287958,0.00809858800124948,0.017285211162026973
2254,CoffeeScript__2019__1,2062.0,1342.0,3982.0,6944.0,0.0,CoffeeScript,2019,1,0.01243292131444076,0.007896068440438227,0.011271480775926246,0.00999583986503313,0.01039907759895959
2255,Clojure__2019__1,2032.0,3075.0,8395.0,5823.0,0.0,Clojure,2019,1,0.012252034971359663,0.018092705256592807,0.02376295356953813,0.008382168135669343,0.015622465483289986
2256,Haskell__2019__1,2020.0,2153.0,7540.0,5788.0,0.0,Haskell,2019,1,0.012179680434127224,0.012667835582908718,0.021342783789674507,0.008331785878285104,0.01363052142124889
2257,OCaml__2019__1,1896.0,1967.0,4165.0,3955.0,0.0,OCaml,2019,1,0.011432016882725354,0.011573447557631886,0.01178948202705495,0.005693195084419071,0.010122035387957817
2258,Smalltalk__2019__1,1525.0,305.0,1394.0,261.0,0.0,Smalltalk,2019,1,0.009195055773289117,0.0017945610091905059,0.003945867453953086,0.00037570769077961507,0.003827797981803081
2259,Vim script__2019__1,1473.0,784.0,4570.0,12278.0,0.0,Vim script,2019,1,0.008881519445281882,0.004612904364607727,0.012935878238569298,0.01767409589039124,0.011026099484712537
2260,Dockerfile__2019__1,1250.0,2121.0,5976.0,4947.0,0.0,Dockerfile,2019,1,0.007536930961712391,0.012479553772108402,0.016915712987678362,0.007121172207995232,0.011013342482373597
2261,Julia__2019__1,909.0,960.0,2604.0,1123.0,0.0,Julia,2019,1,0.0054808561953572504,0.005648454324009461,0.007370903048847801,0.0016165507155000295,0.005029191070928635
2262,Makefile__2019__1,898.0,2381.0,5116.0,2727.0,0.0,Makefile,2019,1,0.005414531202894182,0.014009343484860966,0.014481390168166417,0.003925497596766323,0.009457690613171973
2263,Jsonnet__2019__1,860.0,767.0,0.0,2013.0,0.0,Jsonnet,2019,1,0.005185408501658125,0.004512879652620059,0.0,0.0028976995461278358,0.0031489969251015048
2264,Erlang__2019__1,797.0,1246.0,3904.0,2837.0,0.0,Erlang,2019,1,0.00480554718118782,0.00733122300803728,0.01105069335741237,0.004083841834259647,0.006817826345224279
2265,MATLAB__2019__1,779.0,663.0,4534.0,693.0,0.0,MATLAB,2019,1,0.004697015375339162,0.003900963767519034,0.012833976353101356,0.0009975686962079434,0.005607381048041874
2266,DM__2019__1,762.0,3187.0,2938.0,148.0,0.0,DM,2019,1,0.004594513114259873,0.01875169159439391,0.00831632609735593,0.0002130449740819273,0.00796889394502291
2267,Vala__2019__1,725.0,337.0,1484.0,1759.0,0.0,Vala,2019,1,0.004371419957793186,0.001982842819990821,0.00420062216762294,0.0025320683068250686,0.003271738313058004
2268,F#__2019__1,693.0,673.0,1804.0,1399.0,0.0,F#,2019,1,0.004178474525173349,0.003959801833394133,0.005106416705115757,0.0020138508023014616,0.003814635966496175
2269,TeX__2019__1,660.0,666.0,5243.0,6510.0,0.0,TeX,2019,1,0.003979499547784142,0.003918615187281564,0.01484087737523388,0.009371099873468559,0.008027522995942036
2270,PLpgSQL__2019__1,642.0,394.0,1988.0,1147.0,0.0,PLpgSQL,2019,1,0.003870967741935484,0.002318219795478883,0.005627248564174128,0.0016510985491349367,0.003366883662680858
2271,Perl 6__2019__1,629.0,146.0,809.0,124.0,0.0,Perl 6,2019,1,0.003792583659933675,0.0008590357617764389,0.0022899618150990287,0.00017849714044702018,0.0017800195943140406
2272,Visual Basic__2019__1,576.0,0.0,482.0,686.0,0.0,Visual Basic,2019,1,0.0034730177871570697,0.0,0.001364353022098556,0.0009874922447310956,0.0014562157634966802
2273,Roff__2019__1,517.0,401.0,2247.0,370.0,0.0,Roff,2019,1,0.0031172746457642448,0.002359406441591452,0.006360376017957377,0.0005326124352048183,0.0030924173851294727
2274,Pascal__2019__1,510.0,202.0,1741.0,1602.0,0.0,Pascal,2019,1,0.0030750678323786555,0.0011885289306769909,0.00492808840554686,0.002306067895130051,0.0028744382659331392
2275,PLSQL__2019__1,458.0,175.0,627.0,232.0,0.0,PLSQL,2019,1,0.00276153150437142,0.0010296661528142246,0.001774791171899989,0.0003339623918041023,0.001474987805222434
2276,WebAssembly__2019__1,443.0,177.0,0.0,778.0,0.0,WebAssembly,2019,1,0.0026710883328308712,0.0010414337659892445,0.0,0.0011199256069982396,0.0012081119264545888
2277,Haxe__2019__1,423.0,187.0,1158.0,788.0,0.0,Haxe,2019,1,0.002550497437443473,0.001100271831864343,0.003277843982552133,0.0011343205376794507,0.00201573344738485
2278,Fortran__2019__1,404.0,503.0,2323.0,658.0,0.0,Fortran,2019,1,0.0024359360868254445,0.0029595547135174574,0.006575502220611921,0.0009471864388237039,0.003229544864944632
2279,ColdFusion__2019__1,382.0,138.0,1025.0,0.0,0.0,ColdFusion,2019,1,0.0023032861018993066,0.0008119653090763601,0.0029013731279066805,0.0,0.0015041561347205867
2280,RobotFramework__2019__1,370.0,0.0,0.0,0.0,0.0,RobotFramework,2019,1,0.0022309315646668678,0.0,0.0,0.0,0.0005577328911667169
2281,SourcePawn__2019__1,366.0,0.0,0.0,179.0,0.0,SourcePawn,2019,1,0.002206813385589388,0.0,0.0,0.00025766925919368233,0.0006161206611957676
2282,FreeMarker__2019__1,353.0,198.0,428.0,172.0,0.0,FreeMarker,2019,1,0.002128429303587579,0.0011649937043269514,0.0012115001938966432,0.0002475928077168344,0.0011881290023820022
2283,CMake__2019__1,341.0,488.0,1418.0,1565.0,0.0,CMake,2019,1,0.00205607476635514,0.0028712976147048093,0.004013802044265047,0.0022528066516095692,0.0027984952692336417
2284,ABAP__2019__1,340.0,455.0,539.0,124.0,0.0,ABAP,2019,1,0.0020500452215857705,0.0026771319973169843,0.0015256976740894643,0.00017849714044702018,0.0016078430083598097
2285,XSLT__2019__1,330.0,274.0,1343.0,504.0,0.0,XSLT,2019,1,0.001989749773892071,0.0016121630049777003,0.0038015064495401677,0.0007255045063330498,0.002032230933685747
2286,QML__2019__1,292.0,156.0,759.0,568.0,0.0,QML,2019,1,0.0017606270726560145,0.0009178738276515374,0.0021484314186157763,0.0008176320626928021,0.0014111410954040324
2287,Common Lisp__2019__1,288.0,169.0,1207.0,1935.0,0.0,Common Lisp,2019,1,0.0017365088935785348,0.0009943633132891655,0.0034165437711057203,0.0027854190868143876,0.0022332087661969522
2288,AutoHotkey__2019__1,275.0,0.0,436.0,751.0,0.0,AutoHotkey,2019,1,0.001658124811576726,0.0,0.0012341450573339636,0.001081059294158969,0.0009933322907674145
2289,Nix__2019__1,245.0,8711.0,6549.0,213.0,0.0,Nix,2019,1,0.0014772384684956287,0.05125383918379835,0.01853765133137644,0.00030661202350980077,0.017893835251795054
2290,Assembly__2019__1,226.0,629.0,2009.0,1267.0,0.0,Assembly,2019,1,0.0013626771178776003,0.003700914343543699,0.005686691330697094,0.0018238377173094723,0.0031435301273569664
2291,D__2019__1,225.0,0.0,619.0,787.0,0.0,D,2019,1,0.0013566475731082302,0.0,0.0017521463084626686,0.0011328810446113297,0.0010604187315455572
2292,Apex__2019__1,220.0,525.0,1153.0,258.0,0.0,Apex,2019,1,0.0013264998492613807,0.003088998458442674,0.0032636909429038076,0.00037138921157525164,0.0020126446155457785
2293,Nim__2019__1,185.0,128.0,441.0,470.0,0.0,Nim,2019,1,0.0011154657823334339,0.0007531272432012615,0.0012482980969822889,0.0006765617420169313,0.000948363216133479
2294,ASP__2019__1,182.0,0.0,0.0,297.0,0.0,ASP,2019,1,0.001097377148025324,0.0,0.0,0.00042752944123197577,0.00038122664731432494
2295,Elm__2019__1,176.0,150.0,662.0,911.0,0.0,Elm,2019,1,0.0010611998794091046,0.0008825709881264783,0.001873862449438266,0.00131137818505835,0.0012822528755080497
2296,BitBake__2019__1,169.0,444.0,2187.0,118.0,0.0,BitBake,2019,1,0.0010189930660235152,0.002612410124854376,0.006190539542177473,0.0001698601820382934,0.002497950728773414
2297,Matlab__2019__1,168.0,0.0,0.0,2346.0,0.0,Matlab,2019,1,0.0010129635212541453,0.0,0.0,0.003377050737812172,0.0010975035647665793
2298,Cuda__2019__1,162.0,0.0,410.0,846.0,0.0,Cuda,2019,1,0.0009767862526379259,0.0,0.0011605492511626721,0.0012178111356304763,0.0008387866598577687
2299,Crystal__2019__1,160.0,297.0,541.0,983.0,0.0,Crystal,2019,1,0.000964727163099186,0.001747490556490427,0.0015313588899487944,0.0014150216859630713,0.0014146495738753696
2300,Puppet__2019__1,160.0,1249.0,2806.0,146.0,0.0,Puppet,2019,1,0.000964727163099186,0.0073488744277998095,0.007942685850640141,0.00021016598794568504,0.004116613357371205
2301,HCL__2019__1,157.0,1020.0,1691.0,620.0,0.0,HCL,2019,1,0.0009466385287910763,0.006001482719260052,0.004786558009063606,0.0008924857022351008,0.003156791239837459
2302,Scheme__2019__1,151.0,129.0,2173.0,741.0,0.0,Scheme,2019,1,0.0009104612601748568,0.0007590110497887714,0.0061509110311621625,0.0010666643634777576,0.002221761926150887
2303,PostScript__2019__1,148.0,0.0,0.0,0.0,0.0,PostScript,2019,1,0.0008923726258667471,0.0,0.0,0.0,0.00022309315646668678
2304,UnrealScript__2019__1,147.0,0.0,0.0,0.0,0.0,UnrealScript,2019,1,0.0008863430810973771,0.0,0.0,0.0,0.00022158577027434428
2305,Coq__2019__1,136.0,0.0,473.0,146.0,0.0,Coq,2019,1,0.0008200180886343081,0.0,0.0013388775507315706,0.00021016598794568504,0.000592265406827891
2306,PureScript__2019__1,111.0,218.0,0.0,472.0,0.0,PureScript,2019,1,0.0006692794694000603,0.0012826698360771484,0.0,0.0006794407281531736,0.0006578475084075956
2307,JavaScript__2019__2,109165.0,142903.0,300942.0,506507.0,0.0,JavaScript,2019,2,1.0,0.8451598022284782,0.8899133571872135,1.0,0.9337682898539229
2308,Python__2019__2,77685.0,169084.0,338170.0,284212.0,0.0,Python,2019,2,0.7116291851783997,1.0,1.0,0.5611215639665394,0.8181876872862348
2309,Java__2019__2,58657.0,103978.0,236825.0,203379.0,0.0,Java,2019,2,0.5373242339577704,0.614948782853493,0.7003134518141763,0.4015324566096816,0.5635297313087804
2310,C++__2019__2,40575.0,86062.0,187884.0,123178.0,0.0,C++,2019,2,0.37168506389410527,0.5089896146294149,0.5555903835349085,0.24319111088296905,0.4198640432353494
2311,Go__2019__2,38408.0,85020.0,102802.0,179569.0,0.0,Go,2019,2,0.3518343791508267,0.502826997232145,0.30399503208445455,0.3545242217777839,0.37829515756130255
2312,PHP__2019__2,35690.0,58712.0,134833.0,96071.0,0.0,PHP,2019,2,0.3269362891036504,0.3472356935014549,0.39871366472484254,0.18967358792672165,0.3156398088141674
2313,TypeScript__2019__2,30189.0,64285.0,123921.0,75380.0,0.0,TypeScript,2019,2,0.2765446800714515,0.3801956424025928,0.3664458704202029,0.14882321468410112,0.29300235189458707
2314,C#__2019__2,27559.0,34398.0,84163.0,66218.0,0.0,C#,2019,2,0.2524527092016672,0.20343734475172104,0.2488777833633971,0.13073461965974803,0.20887561424413337
2315,C__2019__2,20797.0,37240.0,87707.0,74090.0,0.0,C,2019,2,0.19050977877524847,0.22024555842066665,0.25935771949019726,0.1462763594580134,0.20409735403603146
2316,Ruby__2019__2,13865.0,51574.0,87925.0,43400.0,0.0,Ruby,2019,2,0.12700957266523152,0.3050199900641101,0.26000236567406926,0.08568489675364803,0.19442920628926472
2317,Shell__2019__2,10370.0,23481.0,64470.0,52584.0,0.0,Shell,2019,2,0.0949938166994916,0.13887180336400842,0.19064375905609604,0.10381692651829096,0.13208157640947177
2318,HTML__2019__2,9421.0,23060.0,96507.0,32186.0,0.0,HTML,2019,2,0.08630055420693446,0.1363819166804665,0.2853801342520034,0.06354502504407639,0.14290190754587018
2319,Swift__2019__2,6987.0,12551.0,24575.0,52296.0,0.0,Swift,2019,2,0.06400403059588695,0.07422937711433371,0.07267055031493036,0.10324832628176905,0.07853807107673003
2320,CSS__2019__2,5322.0,6125.0,31397.0,30787.0,0.0,CSS,2019,2,0.048751889341822015,0.036224598424451755,0.0928438359405033,0.060782970422916166,0.05965082353242331
2321,Objective-C__2019__2,5066.0,5186.0,11904.0,34095.0,0.0,Objective-C,2019,2,0.04640681537122704,0.030671145702727637,0.03520123015051601,0.06731397591741081,0.044898291785470376
2322,Kotlin__2019__2,4837.0,12304.0,24542.0,16676.0,0.0,Kotlin,2019,2,0.04430907342096826,0.07276856473705377,0.07257296625957359,0.032923533139719685,0.05564353438932883
2323,Vue__2019__2,3757.0,2830.0,6165.0,17220.0,0.0,Vue,2019,2,0.03441579260752073,0.016737243027134443,0.01823047579619718,0.033997555808705504,0.025845266809889467
2324,Scala__2019__2,3668.0,15224.0,30724.0,10309.0,0.0,Scala,2019,2,0.033600512984931066,0.090038087577772,0.09085371262974244,0.020353124438556625,0.05871135940775053
2325,Rust__2019__2,3515.0,10011.0,20097.0,19363.0,0.0,Rust,2019,2,0.03219896486969267,0.059207257930969225,0.05942868971227489,0.03822849437421398,0.0472658517217877
2326,Lua__2019__2,2871.0,2938.0,10606.0,7306.0,0.0,Lua,2019,2,0.026299638162414693,0.01737597880343498,0.031362923973149597,0.014424282388989688,0.022365705831997238
2327,Jupyter Notebook__2019__2,2489.0,7996.0,19016.0,22424.0,0.0,Jupyter Notebook,2019,2,0.02280034809691751,0.04729010432684346,0.056232072626193924,0.04427184619363602,0.04264859281089773
2328,Perl__2019__2,2411.0,3014.0,11096.0,3892.0,0.0,Perl,2019,2,0.022085833371501856,0.017825459534905726,0.03281189934056835,0.007684000418552952,0.02010179816638222
2329,R__2019__2,2324.0,1126.0,7314.0,2356.0,0.0,R,2019,2,0.02128887463930747,0.006659411889948191,0.02162817517816483,0.0046514658237694646,0.013556981882797489
2330,Groovy__2019__2,1988.0,4370.0,8463.0,2899.0,0.0,Groovy,2019,2,0.01821096505290157,0.025845142059568026,0.02502587456013248,0.005723514186378471,0.018701373964745135
2331,Elixir__2019__2,1697.0,4432.0,6175.0,4945.0,0.0,Elixir,2019,2,0.01554527550038932,0.02621182370892574,0.018260046722062866,0.009762945033336164,0.017445022741178522
2332,Emacs Lisp__2019__2,1426.0,1335.0,6714.0,4646.0,0.0,Emacs Lisp,2019,2,0.013062794851829799,0.007895483901492749,0.019853919626223498,0.009172627426669326,0.012496206451553842
2333,OCaml__2019__2,1324.0,2559.0,5887.0,2694.0,0.0,OCaml,2019,2,0.012128429441670864,0.015134489366232169,0.017408404057131028,0.0053187813791319765,0.012497526061041509
2334,Haskell__2019__2,1311.0,2414.0,7765.0,5125.0,0.0,Haskell,2019,2,0.01200934365410159,0.014276927444347188,0.022961823934707394,0.010118320181162353,0.014841603803579632
2335,PowerShell__2019__2,1307.0,2110.0,5050.0,5553.0,0.0,PowerShell,2019,2,0.011972701873311042,0.012479004518464195,0.014933317562172872,0.01096332331043796,0.012587086816096518
2336,Dart__2019__2,1270.0,5770.0,5347.0,7726.0,0.0,Dart,2019,2,0.011633765400998489,0.03412505027087128,0.01581157406038383,0.015253491067250798,0.0192059701998761
2337,CoffeeScript__2019__2,1188.0,1523.0,4146.0,5090.0,0.0,CoffeeScript,2019,2,0.010882608894792287,0.009007357289867759,0.0122601058639146,0.010049219457973928,0.010549822876637143
2338,Vim script__2019__2,1131.0,718.0,4238.0,8954.0,0.0,Vim script,2019,2,0.010360463518527001,0.004246410068368385,0.012532158381878936,0.017677939297976137,0.011204242816687615
2339,Jsonnet__2019__2,1130.0,714.0,0.0,1210.0,0.0,Jsonnet,2019,2,0.010351303073329364,0.0042227531877646616,0.0,0.0023889107159427215,0.004240741744259187
2340,Clojure__2019__2,1067.0,2796.0,7697.0,3712.0,0.0,Clojure,2019,2,0.009774195025878257,0.01653615954200279,0.022760741638820713,0.007328625270726762,0.014099930369357132
2341,Dockerfile__2019__2,757.0,1710.0,4369.0,3179.0,0.0,Dockerfile,2019,2,0.00693445701461091,0.010113316458091836,0.01291953751071946,0.006276319971885877,0.009060907738827022
2342,Smalltalk__2019__2,754.0,454.0,1568.0,191.0,0.0,Smalltalk,2019,2,0.006906975679018,0.0026850559485226276,0.004636721175740013,0.00037709251797112377,0.003651461330312941
2343,Erlang__2019__2,672.0,1224.0,3154.0,2675.0,0.0,Erlang,2019,2,0.006155819172811799,0.0072390054647394194,0.009326670018038264,0.005281269557972546,0.007000691053390506
2344,DM__2019__2,592.0,4151.0,3273.0,115.0,0.0,DM,2019,2,0.00542298355700087,0.02454992784651416,0.009678564035839962,0.00022704523333339914,0.009969630168172098
2345,PLpgSQL__2019__2,521.0,491.0,1945.0,856.0,0.0,PLpgSQL,2019,2,0.004772591947968671,0.002903882094107071,0.005751545080876482,0.0016900062585512145,0.0037795063453758596
2346,F#__2019__2,521.0,601.0,1709.0,877.0,0.0,F#,2019,2,0.004772591947968671,0.00355444631070947,0.0050536712304462255,0.00173146669246427,0.0037780440453971595
2347,Makefile__2019__2,475.0,2797.0,5957.0,2070.0,0.0,Makefile,2019,2,0.004351211468877387,0.016542073762153723,0.01761540053819085,0.004086814200001184,0.010648874992305785
2348,Perl 6__2019__2,469.0,140.0,532.0,103.0,0.0,Perl 6,2019,2,0.004296248797691568,0.0008279908211303258,0.001573173256054647,0.00020335355681165316,0.0017251916079220485
2349,MATLAB__2019__2,455.0,635.0,3464.0,636.0,0.0,MATLAB,2019,2,0.004168002564924655,0.0037555297958411205,0.01024336871987462,0.001255658855652538,0.004855639984073234
2350,Vala__2019__2,455.0,254.0,2236.0,917.0,0.0,Vala,2019,2,0.004168002564924655,0.0015022119183364482,0.006612059023568028,0.0018104389475367567,0.003523178113591472
2351,TeX__2019__2,432.0,521.0,4957.0,5376.0,0.0,TeX,2019,2,0.003957312325379014,0.003081308698634998,0.014658307951621966,0.010613871081742207,0.008077700014344547
2352,Julia__2019__2,403.0,639.0,1816.0,672.0,0.0,Julia,2019,2,0.003691659414647552,0.003779186676444844,0.005370080137209096,0.001326733885217776,0.003541915028379817
2353,Fortran__2019__2,340.0,455.0,1918.0,487.0,0.0,Fortran,2019,2,0.0031145513671964457,0.0026909701686735586,0.005671703581039122,0.0009614872055075251,0.0031096780806041625
