"name","year","quarter","count"
"Makefile","2019","3","2605"
"Vue","2019","3","2490"
"SCSS","2019","3","2315"
"Starlark","2019","3","2241"
"Haskell","2019","3","2137"
"OCaml","2019","3","1837"
"PowerShell","2019","3","1818"
"Dockerfile","2019","3","1774"
"CoffeeScript","2019","3","1450"
"Emacs Lisp","2019","3","1253"
"R","2019","3","1020"
"HCL","2019","3","983"
"Erlang","2019","3","962"
"JSON","2019","3","912"
"Puppet","2019","3","897"
"Jinja","2019","3","770"
"Julia","2019","3","763"
"Smarty","2019","3","614"
"Assembly","2019","3","608"
"Vim script","2019","3","587"
"SystemVerilog","2019","3","561"
"Bicep","2019","3","538"
"Jsonnet","2019","3","480"
"Visual Basic .NET","2019","3","472"
"Apex","2019","3","469"
"MATLAB","2019","3","458"
"Vim Script","2019","3","450"
"YAML","2019","3","425"
"F#","2019","3","403"
"PLpgSQL","2019","3","396"
"BitBake","2019","3","380"
"Fortran","2019","3","377"
"Smalltalk","2019","3","373"
"Lean","2019","3","369"
"TeX","2019","3","358"
"hoon","2019","3","354"
"Gherkin","2019","3","339"
"Nunjucks","2019","3","333"
"Stylus","2019","3","324"
"FreeMarker","2019","3","321"
"Roff","2019","3","316"
"TSQL","2019","3","296"
"Mustache","2019","3","285"
"Crystal","2019","3","277"
"ColdFusion","2019","3","275"
"Vala","2019","3","275"
"WebAssembly","2019","3","273"
"CMake","2019","3","266"
"ABAP","2019","3","252"
"XSLT","2019","3","239"
"SaltStack","2019","3","231"
"GAP","2019","3","228"
"Scheme","2019","3","195"
"Haxe","2019","3","194"
"Objective-C++","2019","3","186"
"Elm","2019","3","185"
"Raku","2019","3","173"
"Common Lisp","2019","3","163"
"Pascal","2019","3","163"
"Handlebars","2019","3","161"
"PureScript","2019","3","158"
"GLSL","2019","3","156"
"SourcePawn","2019","3","150"
"PLSQL","2019","3","141"
"Rich Text Format","2019","3","134"
"Nim","2019","3","120"
"Perl 6","2019","3","119"
"Genshi","2019","3","116"
"Twig","2019","3","110"
"SQF","2019","3","105"
"Less","2019","3","103"
"Batchfile","2019","3","102"
"SWIG","2019","3","100"
"Python","2019","4","166268"
"JavaScript","2019","4","131505"
"Java","2019","4","99292"
"C++","2019","4","84172"
"Go","2019","4","83612"
"TypeScript","2019","4","64340"
"PHP","2019","4","57481"
"Ruby","2019","4","48354"
"C","2019","4","36514"
"C#","2019","4","31219"
"HTML","2019","4","24999"
"Shell","2019","4","20447"
"Scala","2019","4","16629"
"Rust","2019","4","12993"
"Kotlin","2019","4","12358"
"Nix","2019","4","10029"
"Swift","2019","4","10018"
"Jupyter Notebook","2019","4","7632"
"Dart","2019","4","6236"
"CSS","2019","4","5783"
"Objective-C","2019","4","4820"
"DM","2019","4","4694"
"Perl","2019","4","3773"
"Groovy","2019","4","3554"
"Elixir","2019","4","3499"
"Lua","2019","4","2697"
"Makefile","2019","4","2693"
"Vue","2019","4","2413"
"Clojure","2019","4","2263"
"Haskell","2019","4","2148"
"OCaml","2019","4","2108"
"SCSS","2019","4","2091"
"Dockerfile","2019","4","2078"
"Emacs Lisp","2019","4","1944"
"PowerShell","2019","4","1875"
"Starlark","2019","4","1735"
"HCL","2019","4","1275"
"SystemVerilog","2019","4","1153"
"JSON","2019","4","1149"
"Erlang","2019","4","1100"
"CoffeeScript","2019","4","1063"
"R","2019","4","1037"
"Bicep","2019","4","945"
"Puppet","2019","4","903"
"Assembly","2019","4","781"
"Jinja","2019","4","768"
"Smarty","2019","4","709"
"Julia","2019","4","705"
"Vim script","2019","4","654"
"YAML","2019","4","635"
"F#","2019","4","584"
"PLpgSQL","2019","4","531"
"Vim Script","2019","4","530"
"MATLAB","2019","4","523"
"ABAP","2019","4","499"
"BitBake","2019","4","493"
"Gherkin","2019","4","467"
"CMake","2019","4","412"
"Jsonnet","2019","4","397"
"hoon","2019","4","390"
"Stylus","2019","4","390"
"TeX","2019","4","377"
"TSQL","2019","4","377"
"Apex","2019","4","368"
"Fortran","2019","4","355"
"Lean","2019","4","352"
"Mustache","2019","4","342"
"Roff","2019","4","336"
"FreeMarker","2019","4","330"
"Vala","2019","4","312"
"WebAssembly","2019","4","310"
"Smalltalk","2019","4","310"
"Crystal","2019","4","285"
"Visual Basic .NET","2019","4","277"
"Scheme","2019","4","243"
"GAP","2019","4","241"
"Common Lisp","2019","4","241"
"Verilog","2019","4","222"
"Pascal","2019","4","220"
"Haxe","2019","4","212"
"Nunjucks","2019","4","212"
"Raku","2019","4","211"
"SWIG","2019","4","205"
"SaltStack","2019","4","192"
"XSLT","2019","4","186"
"Elm","2019","4","176"
"Objective-C++","2019","4","170"
"Sass","2019","4","150"
"QML","2019","4","146"
"Twig","2019","4","142"
"ColdFusion","2019","4","138"
"GLSL","2019","4","131"
"Nim","2019","4","124"
"D","2019","4","121"
"PLSQL","2019","4","117"
"Genshi","2019","4","115"
"Markdown","2019","4","110"
"JetBrains MPS","2019","4","104"
"Cython","2019","4","102"
"Handlebars","2019","4","99"
"Python","2020","1","168088"
"JavaScript","2020","1","125043"
"Java","2020","1","105526"
"Go","2020","1","88068"
"C++","2020","1","87599"
"TypeScript","2020","1","66878"
"PHP","2020","1","56610"
"Ruby","2020","1","51807"
"C","2020","1","38692"
"C#","2020","1","30815"
"HTML","2020","1","22922"
"Shell","2020","1","19774"
"Scala","2020","1","17896"
"Rust","2020","1","14884"
"Kotlin","2020","1","13475"
"Swift","2020","1","10289"
"Nix","2020","1","10170"
"Jupyter Notebook","2020","1","7606"
"Dart","2020","1","6817"
"CSS","2020","1","5684"
"DM","2020","1","5416"
"Objective-C","2020","1","4245"
"Groovy","2020","1","3756"
"Perl","2020","1","3556"
"Elixir","2020","1","3238"
"Lua","2020","1","2945"
"SCSS","2020","1","2526"
"Dockerfile","2020","1","2392"
"Makefile","2020","1","2357"
"Haskell","2020","1","2280"
"Clojure","2020","1","2227"
"Vue","2020","1","1940"
"OCaml","2020","1","1928"
"Emacs Lisp","2020","1","1795"
"PowerShell","2020","1","1604"
"Starlark","2020","1","1549"
"SystemVerilog","2020","1","1352"
"HCL","2020","1","1173"
"Erlang","2020","1","1056"
"Puppet","2020","1","1033"
"CoffeeScript","2020","1","1020"
"JSON","2020","1","1014"
"Julia","2020","1","926"
"Vim script","2020","1","848"
"R","2020","1","811"
"Jinja","2020","1","804"
"hoon","2020","1","636"
"YAML","2020","1","634"
"Vim Script","2020","1","577"
"Smarty","2020","1","551"
"BitBake","2020","1","515"
"Bicep","2020","1","512"
"PLpgSQL","2020","1","497"
"Assembly","2020","1","490"
"Lean","2020","1","468"
"MATLAB","2020","1","454"
"F#","2020","1","442"
"Visual Basic .NET","2020","1","413"
"TeX","2020","1","380"
"CMake","2020","1","376"
"Jsonnet","2020","1","351"
"Fortran","2020","1","342"
"Gherkin","2020","1","331"
"Vala","2020","1","305"
"WebAssembly","2020","1","281"
"Elm","2020","1","266"
"TSQL","2020","1","264"
"ABAP","2020","1","259"
"Roff","2020","1","241"
"XSLT","2020","1","241"
"Verilog","2020","1","236"
"FreeMarker","2020","1","228"
"Twig","2020","1","226"
"Crystal","2020","1","211"
"GAP","2020","1","206"
"Stylus","2020","1","203"
"Nim","2020","1","198"
"Raku","2020","1","197"
"SaltStack","2020","1","192"
"Smalltalk","2020","1","190"
"Common Lisp","2020","1","180"
"SWIG","2020","1","176"
"GDScript","2020","1","176"
"PureScript","2020","1","169"
"Mustache","2020","1","159"
"PLSQL","2020","1","156"
"Pascal","2020","1","139"
"GLSL","2020","1","130"
"ColdFusion","2020","1","128"
"UnrealScript","2020","1","123"
"Handlebars","2020","1","121"
"Haxe","2020","1","121"
"ANTLR","2020","1","121"
"Cython","2020","1","121"
"CodeQL","2020","1","120"
"Scheme","2020","1","118"
"q","2020","1","114"
"LLVM","2020","1","112"
"QML","2020","1","108"
"Adblock Filter List","2020","1","106"
"Python","2020","2","182482"
"JavaScript","2020","2","131609"
"Java","2020","2","111081"
"C++","2020","2","97389"
"Go","2020","2","91231"
"TypeScript","2020","2","73403"
"PHP","2020","2","59512"
"Ruby","2020","2","47685"
"C","2020","2","43116"
"C#","2020","2","32679"
"HTML","2020","2","23597"
"Shell","2020","2","22852"
"Scala","2020","2","16705"
"Rust","2020","2","15091"
"Kotlin","2020","2","13771"
"Nix","2020","2","11644"
"Swift","2020","2","10400"
"Jupyter Notebook","2020","2","8689"
"Dart","2020","2","7056"
"CSS","2020","2","5118"
"Objective-C","2020","2","4573"
"DM","2020","2","4131"
"Perl","2020","2","3931"
"Elixir","2020","2","3733"
"Groovy","2020","2","3479"
"Lua","2020","2","3085"
"SCSS","2020","2","2861"
"Haskell","2020","2","2756"
"Makefile","2020","2","2585"
"Vue","2020","2","2509"
"Clojure","2020","2","2400"
"Dockerfile","2020","2","2267"
"Emacs Lisp","2020","2","2265"
"OCaml","2020","2","1848"
"SystemVerilog","2020","2","1653"
"PowerShell","2020","2","1543"
"Starlark","2020","2","1355"
"HCL","2020","2","1287"
"Erlang","2020","2","1083"
"CodeQL","2020","2","1003"
"R","2020","2","905"
"JSON","2020","2","900"
"Julia","2020","2","887"
"Lean","2020","2","851"
"CoffeeScript","2020","2","829"
"Jinja","2020","2","793"
"Vim script","2020","2","792"
"Smarty","2020","2","707"
"Assembly","2020","2","704"
"Bicep","2020","2","693"
"Puppet","2020","2","680"
"Vim Script","2020","2","628"
"YAML","2020","2","576"
"MATLAB","2020","2","569"
"F#","2020","2","561"
"Smalltalk","2020","2","542"
"PLpgSQL","2020","2","527"
"hoon","2020","2","485"
"Jsonnet","2020","2","480"
"BitBake","2020","2","477"
"Verilog","2020","2","450"
"Vala","2020","2","439"
"Visual Basic .NET","2020","2","429"
"Fortran","2020","2","417"
"Crystal","2020","2","416"
"CMake","2020","2","409"
"WebAssembly","2020","2","360"
"TeX","2020","2","347"
"ABAP","2020","2","343"
"PureScript","2020","2","302"
"Common Lisp","2020","2","292"
"Twig","2020","2","287"
"Gherkin","2020","2","269"
"Pawn","2020","2","262"
"Roff","2020","2","255"
"Stylus","2020","2","254"
"Mustache","2020","2","244"
"Elm","2020","2","243"
"Haxe","2020","2","240"
"Scheme","2020","2","237"
"Nim","2020","2","219"
"XSLT","2020","2","213"
"GAP","2020","2","212"
"Pascal","2020","2","211"
"PLSQL","2020","2","211"
"SWIG","2020","2","204"
"GLSL","2020","2","198"
"Sass","2020","2","187"
"M4","2020","2","167"
"ColdFusion","2020","2","162"
"Mathematica","2020","2","160"
"SourcePawn","2020","2","158"
"Raku","2020","2","151"
"q","2020","2","146"
"SaltStack","2020","2","136"
"ANTLR","2020","2","127"
"LLVM","2020","2","127"
"Less","2020","2","125"
"Adblock Filter List","2020","2","125"
"Reason","2020","2","121"
"Python","2020","3","163041"
"JavaScript","2020","3","115721"
"Java","2020","3","105751"
"C++","2020","3","88157"
"Go","2020","3","83250"
"TypeScript","2020","3","69933"
"PHP","2020","3","50648"
"Ruby","2020","3","44342"
"C","2020","3","35004"
"C#","2020","3","29840"
"HTML","2020","3","20195"
"Shell","2020","3","19804"
"Scala","2020","3","14289"
"Kotlin","2020","3","13988"
"Rust","2020","3","12083"
"Nix","2020","3","9873"
"Swift","2020","3","8862"
"Jupyter Notebook","2020","3","8021"
"Dart","2020","3","7662"
"DM","2020","3","4625"
"CSS","2020","3","4538"
"Objective-C","2020","3","4120"
"Groovy","2020","3","3863"
"Perl","2020","3","2971"
"Elixir","2020","3","2943"
"Lua","2020","3","2933"
"SCSS","2020","3","2863"
"Makefile","2020","3","2809"
"Clojure","2020","3","2475"
"Haskell","2020","3","2170"
"Dockerfile","2020","3","2108"
"SystemVerilog","2020","3","1701"
"OCaml","2020","3","1698"
"Starlark","2020","3","1600"
"Emacs Lisp","2020","3","1524"
"Vue","2020","3","1514"
"PowerShell","2020","3","1367"
"HCL","2020","3","1317"
"Lean","2020","3","1056"
"Bicep","2020","3","1010"
"CodeQL","2020","3","1009"
"Erlang","2020","3","968"
"CoffeeScript","2020","3","909"
"Jinja","2020","3","846"
"Julia","2020","3","779"
"Puppet","2020","3","775"
"R","2020","3","730"
"Vim script","2020","3","681"
"hoon","2020","3","651"
"JSON","2020","3","637"
"Smarty","2020","3","549"
"Vim Script","2020","3","511"
"Visual Basic .NET","2020","3","494"
"ABAP","2020","3","490"
"Assembly","2020","3","485"
"MATLAB","2020","3","446"
"PLpgSQL","2020","3","413"
"WebAssembly","2020","3","403"
"Smalltalk","2020","3","394"
"F#","2020","3","382"
"BitBake","2020","3","382"
"Jsonnet","2020","3","370"
"YAML","2020","3","368"
"TeX","2020","3","361"
"Fortran","2020","3","348"
"Roff","2020","3","312"
"XSLT","2020","3","293"
"Verilog","2020","3","273"
"Common Lisp","2020","3","273"
"Stylus","2020","3","266"
"Gherkin","2020","3","241"
"Haxe","2020","3","209"
"Vala","2020","3","208"
"CMake","2020","3","203"
"Mustache","2020","3","200"
"Elm","2020","3","180"
"ColdFusion","2020","3","172"
"Twig","2020","3","171"
"Raku","2020","3","162"
"PLSQL","2020","3","161"
"PureScript","2020","3","160"
"Markdown","2020","3","154"
"Nim","2020","3","153"
"Pascal","2020","3","151"
"ANTLR","2020","3","143"
"GLSL","2020","3","135"
"Crystal","2020","3","134"
"SaltStack","2020","3","119"
"Less","2020","3","116"
"Sass","2020","3","106"
"Adblock Filter List","2020","3","101"
"PureBasic","2020","3","97"
"Nunjucks","2020","3","94"
"SWIG","2020","3","92"
"PostScript","2020","3","91"
"Objective-C++","2020","3","88"
"QML","2020","3","86"
"GAP","2020","3","85"
"Scheme","2020","3","84"
"SourcePawn","2020","3","83"
"Python","2020","4","161852"
"JavaScript","2020","4","110677"
"Java","2020","4","100907"
"C++","2020","4","87564"
"Go","2020","4","76272"
"TypeScript","2020","4","66621"
"PHP","2020","4","56943"
"Ruby","2020","4","44631"
"C","2020","4","37895"
"C#","2020","4","29297"
"HTML","2020","4","21462"
"Shell","2020","4","21126"
"Scala","2020","4","16478"
"Rust","2020","4","14053"
"Kotlin","2020","4","13232"
"Nix","2020","4","11178"
"Dart","2020","4","8197"
"Swift","2020","4","8151"
"Jupyter Notebook","2020","4","7123"
"Objective-C","2020","4","3871"
"CSS","2020","4","3698"
"Groovy","2020","4","3470"
"DM","2020","4","3272"
"Perl","2020","4","3132"
"Lua","2020","4","3067"
"Makefile","2020","4","2667"
"Dockerfile","2020","4","2539"
"Elixir","2020","4","2466"
"Haskell","2020","4","2360"
"SCSS","2020","4","2277"
"Clojure","2020","4","2122"
"OCaml","2020","4","1952"
"SystemVerilog","2020","4","1859"
"Starlark","2020","4","1732"
"JSON","2020","4","1666"
"Emacs Lisp","2020","4","1452"
"Vue","2020","4","1426"
"Erlang","2020","4","1340"
"PowerShell","2020","4","1327"
"HCL","2020","4","1295"
"Lean","2020","4","1170"
"CoffeeScript","2020","4","1012"
"CodeQL","2020","4","953"
"Smarty","2020","4","880"
"Julia","2020","4","869"
"Vim script","2020","4","831"
"Roff","2020","4","784"
"hoon","2020","4","761"
"R","2020","4","758"
"Jinja","2020","4","716"
"MATLAB","2020","4","672"
"Bicep","2020","4","602"
"Puppet","2020","4","546"
"F#","2020","4","532"
"Visual Basic .NET","2020","4","516"
"PureScript","2020","4","512"
"Vim Script","2020","4","511"
"Assembly","2020","4","510"
"BitBake","2020","4","494"
"WebAssembly","2020","4","494"
"TeX","2020","4","448"
"PLpgSQL","2020","4","402"
"YAML","2020","4","338"
"Verilog","2020","4","284"
"Mustache","2020","4","269"
"Jsonnet","2020","4","265"
"Gherkin","2020","4","239"
"XSLT","2020","4","235"
"Smalltalk","2020","4","234"
"CMake","2020","4","219"
"Raku","2020","4","212"
"Vala","2020","4","208"
"Crystal","2020","4","206"
"Fortran","2020","4","197"
"Cython","2020","4","195"
"ColdFusion","2020","4","194"
"Common Lisp","2020","4","191"
"Twig","2020","4","177"
"Haxe","2020","4","175"
"Adblock Filter List","2020","4","174"
"Elm","2020","4","168"
"ANTLR","2020","4","167"
"Pascal","2020","4","160"
"Nim","2020","4","156"
"D","2020","4","148"
"GLSL","2020","4","143"
"GAP","2020","4","131"
"Sass","2020","4","129"
"SaltStack","2020","4","127"
"Stylus","2020","4","124"
"SWIG","2020","4","120"
"PostScript","2020","4","115"
"Tcl","2020","4","112"
"Objective-C++","2020","4","108"
"Markdown","2020","4","104"
"Standard ML","2020","4","103"
"SourcePawn","2020","4","103"
"q","2020","4","100"
"Handlebars","2020","4","89"
"Nunjucks","2020","4","87"
"Python","2021","1","153285"
"JavaScript","2021","1","102944"
"Java","2021","1","97201"
"C++","2021","1","79263"
"Go","2021","1","70848"
"TypeScript","2021","1","64593"
"PHP","2021","1","48560"
"Ruby","2021","1","44805"
"C","2021","1","38368"
"C#","2021","1","26965"
"Shell","2021","1","22887"
"HTML","2021","1","19339"
"Scala","2021","1","15482"
"Rust","2021","1","12112"
"Kotlin","2021","1","12086"
"Nix","2021","1","11877"
"Dart","2021","1","7360"
"Swift","2021","1","6959"
"Jupyter Notebook","2021","1","6151"
"DM","2021","1","4252"
"Objective-C","2021","1","3415"
"Groovy","2021","1","3179"
"CSS","2021","1","2934"
"Lua","2021","1","2770"
"Perl","2021","1","2759"
"Dockerfile","2021","1","2682"
"Makefile","2021","1","2631"
"Elixir","2021","1","2294"
"SCSS","2021","1","2292"
"SystemVerilog","2021","1","2037"
"Haskell","2021","1","2030"
"Starlark","2021","1","1792"
"Emacs Lisp","2021","1","1718"
"Clojure","2021","1","1680"
"Erlang","2021","1","1500"
"OCaml","2021","1","1468"
"JSON","2021","1","1420"
"Lean","2021","1","1355"
"Vue","2021","1","1255"
"PowerShell","2021","1","1251"
"HCL","2021","1","1222"
"CodeQL","2021","1","1142"
"CoffeeScript","2021","1","1126"
"Julia","2021","1","802"
"R","2021","1","745"
"hoon","2021","1","739"
"Roff","2021","1","738"
"Visual Basic .NET","2021","1","726"
"Jinja","2021","1","656"
"Smarty","2021","1","653"
"Vim script","2021","1","548"
"Bicep","2021","1","526"
"PureScript","2021","1","508"
"Vim Script","2021","1","505"
"WebAssembly","2021","1","453"
"TeX","2021","1","437"
"Puppet","2021","1","436"
"BitBake","2021","1","422"
"Assembly","2021","1","410"
"MATLAB","2021","1","404"
"F#","2021","1","401"
"Coq","2021","1","387"
"PLpgSQL","2021","1","356"
"Verilog","2021","1","355"
"Jsonnet","2021","1","344"
"Fortran","2021","1","338"
"YAML","2021","1","295"
"Gherkin","2021","1","283"
"Nim","2021","1","277"
"Crystal","2021","1","264"
"GAP","2021","1","242"
"Smalltalk","2021","1","239"
"XSLT","2021","1","237"
"CMake","2021","1","236"
"Elm","2021","1","227"
"Vala","2021","1","216"
"ANTLR","2021","1","194"
"Cython","2021","1","175"
"Stylus","2021","1","170"
"Pascal","2021","1","170"
"Sass","2021","1","167"
"Twig","2021","1","160"
"D","2021","1","153"
"Common Lisp","2021","1","150"
"Objective-C++","2021","1","150"
"NASL","2021","1","150"
"Markdown","2021","1","149"
"ColdFusion","2021","1","148"
"SaltStack","2021","1","146"
"Adblock Filter List","2021","1","142"
"Cuda","2021","1","142"
"SWIG","2021","1","133"
"Haxe","2021","1","131"
"Mustache","2021","1","127"
"Raku","2021","1","122"
"Standard ML","2021","1","118"
"SourcePawn","2021","1","111"
"GLSL","2021","1","109"
"JetBrains MPS","2021","1","106"
"M4","2021","1","106"
"Python","2021","2","142826"
"JavaScript","2021","2","94349"
"Java","2021","2","92847"
"C++","2021","2","76318"
"Go","2021","2","66973"
"TypeScript","2021","2","66610"
"PHP","2021","2","44059"
"Ruby","2021","2","40597"
"C","2021","2","34317"
"C#","2021","2","24166"
"Shell","2021","2","17891"
"HTML","2021","2","17166"
"Scala","2021","2","14758"
"Nix","2021","2","12970"
"Kotlin","2021","2","11660"
"Rust","2021","2","11556"
"Dart","2021","2","7524"
"Swift","2021","2","6399"
"Jupyter Notebook","2021","2","6014"
"DM","2021","2","3012"
"CSS","2021","2","2846"
"Objective-C","2021","2","2677"
"Dockerfile","2021","2","2615"
"Lua","2021","2","2534"
"Bicep","2021","2","2408"
"Groovy","2021","2","2292"
"Elixir","2021","2","2270"
"SCSS","2021","2","2262"
"Perl","2021","2","2256"
"SystemVerilog","2021","2","2102"
"Makefile","2021","2","2008"
"JSON","2021","2","1978"
"Starlark","2021","2","1806"
"Emacs Lisp","2021","2","1743"
"OCaml","2021","2","1742"
"Haskell","2021","2","1742"
"Clojure","2021","2","1561"
"Vue","2021","2","1424"
"HCL","2021","2","1286"
"Erlang","2021","2","1268"
"Lean","2021","2","1143"
"PowerShell","2021","2","951"
"CodeQL","2021","2","884"
"Julia","2021","2","766"
"Roff","2021","2","740"
"R","2021","2","671"
"CoffeeScript","2021","2","642"
"Jinja","2021","2","601"
"hoon","2021","2","569"
"Verilog","2021","2","567"
"Smarty","2021","2","552"
"Puppet","2021","2","516"
"Adblock Filter List","2021","2","480"
"Visual Basic .NET","2021","2","447"
"MATLAB","2021","2","438"
"BitBake","2021","2","398"
"YAML","2021","2","361"
"F#","2021","2","357"
"Assembly","2021","2","338"
"Smalltalk","2021","2","336"
"PLpgSQL","2021","2","334"
"GAP","2021","2","313"
"Vim Script","2021","2","305"
"Gherkin","2021","2","304"
"TeX","2021","2","289"
"WebAssembly","2021","2","279"
"Coq","2021","2","274"
"Fortran","2021","2","272"
"XSLT","2021","2","265"
"Nim","2021","2","262"
"Jsonnet","2021","2","241"
"GLSL","2021","2","217"
"Mustache","2021","2","212"
"Vala","2021","2","198"
"Twig","2021","2","197"
"Elm","2021","2","194"
"Markdown","2021","2","187"
"Sass","2021","2","184"
"ANTLR","2021","2","183"
"Vim script","2021","2","159"
"M4","2021","2","159"
"Crystal","2021","2","157"
"Raku","2021","2","153"
"Nunjucks","2021","2","146"
"ColdFusion","2021","2","144"
"Stylus","2021","2","143"
"Common Lisp","2021","2","138"
"Pawn","2021","2","135"
"Cuda","2021","2","133"
"CMake","2021","2","119"
"Objective-C++","2021","2","115"
"Pascal","2021","2","103"
"PureScript","2021","2","101"
"Haxe","2021","2","99"
"Svelte","2021","2","96"
"D","2021","2","96"
"QML","2021","2","96"
"Handlebars","2021","2","95"
"F*","2021","2","93"
"SWIG","2021","2","92"
"Python","2021","3","134560"
"JavaScript","2021","3","82711"
"Java","2021","3","82469"
"C++","2021","3","72310"
"Go","2021","3","64826"
"TypeScript","2021","3","61984"
"PHP","2021","3","41669"
"Ruby","2021","3","35848"
"C","2021","3","31642"
"C#","2021","3","22990"
"Shell","2021","3","16478"
"HTML","2021","3","16221"
"Scala","2021","3","12572"
"Nix","2021","3","12529"
"Kotlin","2021","3","10794"
"Rust","2021","3","9924"
"Swift","2021","3","6763"
"Jupyter Notebook","2021","3","6102"
"Dart","2021","3","5404"
"DM","2021","3","3201"
"CSS","2021","3","2682"
"Perl","2021","3","2652"
"Objective-C","2021","3","2426"
"Elixir","2021","3","2174"
"SCSS","2021","3","2073"
"Makefile","2021","3","2022"
"Groovy","2021","3","2016"
"Lua","2021","3","1872"
"SystemVerilog","2021","3","1859"
"Vue","2021","3","1749"
"OCaml","2021","3","1659"
"Clojure","2021","3","1632"
"Haskell","2021","3","1629"
"Starlark","2021","3","1430"
"JSON","2021","3","1410"
"Dockerfile","2021","3","1344"
"Lean","2021","3","1255"
"Bicep","2021","3","1157"
"Emacs Lisp","2021","3","1120"
"Erlang","2021","3","1116"
"HCL","2021","3","891"
"CodeQL","2021","3","847"
"PowerShell","2021","3","810"
"Verilog","2021","3","750"
"Julia","2021","3","626"
"Smarty","2021","3","614"
"Roff","2021","3","600"
"R","2021","3","541"
"Jinja","2021","3","535"
"CoffeeScript","2021","3","514"
"BitBake","2021","3","480"
"F#","2021","3","433"
"Visual Basic .NET","2021","3","409"
"MATLAB","2021","3","392"
"Vim Script","2021","3","387"
"Vala","2021","3","387"
"PLpgSQL","2021","3","373"
"WebAssembly","2021","3","366"
"Puppet","2021","3","365"
"Assembly","2021","3","364"
"Smalltalk","2021","3","302"
"Adblock Filter List","2021","3","294"
"YAML","2021","3","293"
"hoon","2021","3","292"
"Gherkin","2021","3","274"
"TeX","2021","3","261"
"Fortran","2021","3","253"
"Mustache","2021","3","217"
"Jsonnet","2021","3","212"
"Coq","2021","3","208"
"XSLT","2021","3","202"
"Elm","2021","3","189"
"Nim","2021","3","187"
"Svelte","2021","3","177"
"Vim script","2021","3","177"
"Sass","2021","3","174"
"Stylus","2021","3","160"
"Cuda","2021","3","158"
"Crystal","2021","3","153"
"Twig","2021","3","146"
"Markdown","2021","3","145"
"CMake","2021","3","139"
"Objective-C++","2021","3","139"
"Cython","2021","3","125"
"PureScript","2021","3","120"
"Less","2021","3","114"
"Haxe","2021","3","112"
"Pascal","2021","3","112"
"ANTLR","2021","3","112"
"M4","2021","3","107"
"Handlebars","2021","3","100"
"GAP","2021","3","96"
"Blade","2021","3","96"
"GLSL","2021","3","94"
"Raku","2021","3","94"
"Standard ML","2021","3","84"
"Batchfile","2021","3","83"
"Common Lisp","2021","3","82"
"Nunjucks","2021","3","76"
"ColdFusion","2021","3","76"
"Python","2021","4","102533"
"Java","2021","4","65093"
"JavaScript","2021","4","61873"
"C++","2021","4","55439"
"Go","2021","4","46469"
"TypeScript","2021","4","43350"
"PHP","2021","4","33689"
"Ruby","2021","4","27221"
"C","2021","4","26040"
"C#","2021","4","18161"
"Shell","2021","4","13589"
"HTML","2021","4","12779"
"Nix","2021","4","12152"
"Scala","2021","4","10531"
"Kotlin","2021","4","7905"
"Rust","2021","4","7722"
"Swift","2021","4","5078"
"Jupyter Notebook","2021","4","4597"
"Dart","2021","4","4479"
"DM","2021","4","2157"
"Perl","2021","4","1852"
"Groovy","2021","4","1768"
"CSS","2021","4","1746"
"Elixir","2021","4","1690"
"SystemVerilog","2021","4","1689"
"Lua","2021","4","1628"
"Objective-C","2021","4","1619"
"Makefile","2021","4","1531"
"OCaml","2021","4","1500"
"Haskell","2021","4","1409"
"JSON","2021","4","1397"
"SCSS","2021","4","1375"
"Lean","2021","4","1233"
"Starlark","2021","4","1196"
"Erlang","2021","4","1022"
"Clojure","2021","4","967"
"Emacs Lisp","2021","4","862"
"Dockerfile","2021","4","854"
"Vue","2021","4","811"
"HCL","2021","4","807"
"CodeQL","2021","4","774"
"PowerShell","2021","4","528"
"Smarty","2021","4","525"
"Verilog","2021","4","520"
"Jinja","2021","4","520"
"Roff","2021","4","470"
"R","2021","4","467"
"Julia","2021","4","388"
"Adblock Filter List","2021","4","363"
"CoffeeScript","2021","4","357"
"BitBake","2021","4","340"
"F#","2021","4","339"
"Puppet","2021","4","324"
"Assembly","2021","4","276"
"Vala","2021","4","271"
"MATLAB","2021","4","248"
"PLpgSQL","2021","4","243"
"Visual Basic .NET","2021","4","241"
"WebAssembly","2021","4","238"
"TeX","2021","4","236"
"Vim Script","2021","4","233"
"Bicep","2021","4","209"
"YAML","2021","4","192"
"hoon","2021","4","185"
"SWIG","2021","4","155"
"Sass","2021","4","150"
"Fortran","2021","4","143"
"Elm","2021","4","135"
"Stylus","2021","4","131"
"Raku","2021","4","130"
"ANTLR","2021","4","128"
"Gherkin","2021","4","125"
"Cython","2021","4","123"
"XSLT","2021","4","115"
"Mustache","2021","4","113"
"CMake","2021","4","112"
"Pascal","2021","4","108"
"Vim script","2021","4","106"
"Batchfile","2021","4","102"
"Jsonnet","2021","4","101"
"Smalltalk","2021","4","101"
"Markdown","2021","4","97"
"Nim","2021","4","95"
"Cuda","2021","4","93"
"Svelte","2021","4","87"
"Scheme","2021","4","86"
"Coq","2021","4","85"
"Astro","2021","4","84"
"Less","2021","4","79"
"Twig","2021","4","78"
"Haxe","2021","4","75"
"GAP","2021","4","75"
"PureScript","2021","4","73"
"Crystal","2021","4","72"
"Common Lisp","2021","4","71"
"Mathematica","2021","4","69"
"M4","2021","4","65"
