"name","year","quarter","count"
"nesC","2014","3","61"
"Processing","2014","3","59"
"MATLAB","2014","3","55"
"Propeller Spin","2014","3","55"
"Ceylon","2014","3","52"
"Objective-C++","2014","3","51"
"Smarty","2014","3","51"
"Perl 6","2014","3","51"
"FORTRAN","2014","3","50"
"JavaScript","2014","4","122936"
"Python","2014","4","93464"
"Ruby","2014","4","73401"
"Java","2014","4","58614"
"PHP","2014","4","57167"
"C++","2014","4","33392"
"C","2014","4","20144"
"Go","2014","4","18934"
"HTML","2014","4","17072"
"C#","2014","4","13734"
"Shell","2014","4","12964"
"CSS","2014","4","12677"
"Scala","2014","4","11027"
"Objective-C","2014","4","8270"
"TypeScript","2014","4","7912"
"CoffeeScript","2014","4","5826"
"Rust","2014","4","4899"
"Swift","2014","4","3361"
"Perl","2014","4","3153"
"Kotlin","2014","4","2772"
"Lua","2014","4","2745"
"Haskell","2014","4","2741"
"Clojure","2014","4","2702"
"DM","2014","4","2117"
"Erlang","2014","4","1949"
"Puppet","2014","4","1926"
"Nix","2014","4","1837"
"Emacs Lisp","2014","4","1798"
"Groovy","2014","4","1621"
"Makefile","2014","4","1477"
"PLSQL","2014","4","1097"
"OCaml","2014","4","965"
"SCSS","2014","4","964"
"F#","2014","4","955"
"Jupyter Notebook","2014","4","859"
"Elixir","2014","4","835"
"R","2014","4","727"
"Julia","2014","4","655"
"PowerShell","2014","4","641"
"YAML","2014","4","623"
"TSQL","2014","4","585"
"TeX","2014","4","558"
"Dart","2014","4","554"
"Visual Basic","2014","4","546"
"XSLT","2014","4","505"
"CMake","2014","4","468"
"Gherkin","2014","4","422"
"Vim script","2014","4","382"
"D","2014","4","347"
"Haxe","2014","4","340"
"JSON","2014","4","312"
"Fortran","2014","4","304"
"Smalltalk","2014","4","274"
"PureScript","2014","4","252"
"Common Lisp","2014","4","248"
"VimL","2014","4","230"
"ColdFusion","2014","4","228"
"ApacheConf","2014","4","218"
"ActionScript","2014","4","213"
"ooc","2014","4","212"
"QML","2014","4","195"
"Apex","2014","4","175"
"Dockerfile","2014","4","171"
"Standard ML","2014","4","161"
"Vim Script","2014","4","161"
"MATLAB","2014","4","152"
"Pascal","2014","4","138"
"XQuery","2014","4","138"
"SQLPL","2014","4","133"
"Less","2014","4","132"
"PostScript","2014","4","125"
"Scheme","2014","4","125"
"Objective-J","2014","4","123"
"PLpgSQL","2014","4","120"
"SQF","2014","4","117"
"Matlab","2014","4","116"
"Protocol Buffer","2014","4","115"
"Tcl","2014","4","110"
"ASP","2014","4","104"
"SaltStack","2014","4","103"
"GCC Machine Description","2014","4","101"
"Objective-C++","2014","4","96"
"Raku","2014","4","89"
"Arduino","2014","4","86"
"Factor","2014","4","82"
"Cucumber","2014","4","82"
"Cuda","2014","4","82"
"Vala","2014","4","81"
"GLSL","2014","4","80"
"Liquid","2014","4","74"
"Eagle","2014","4","74"
"SourcePawn","2014","4","72"
"Hack","2014","4","71"
"Sass","2014","4","69"
"Elm","2014","4","69"
"Vim Snippet","2014","4","68"
"Processing","2014","4","68"
"Mathematica","2014","4","67"
"Batchfile","2014","4","63"
"Pug","2014","4","62"
"JavaScript","2015","1","160019"
"Python","2015","1","123631"
"Ruby","2015","1","91223"
"Java","2015","1","82070"
"PHP","2015","1","77249"
"C++","2015","1","41132"
"Go","2015","1","28574"
"HTML","2015","1","26485"
"C","2015","1","24582"
"C#","2015","1","22563"
"Shell","2015","1","16887"
"CSS","2015","1","16143"
"Scala","2015","1","12657"
"Objective-C","2015","1","11130"
"TypeScript","2015","1","10709"
"Rust","2015","1","7540"
"CoffeeScript","2015","1","7274"
"Swift","2015","1","4707"
"Perl","2015","1","3893"
"Lua","2015","1","3501"
"Clojure","2015","1","3496"
"Haskell","2015","1","3449"
"DM","2015","1","2552"
"Puppet","2015","1","2478"
"Erlang","2015","1","2475"
"Makefile","2015","1","2399"
"Nix","2015","1","2398"
"Groovy","2015","1","2343"
"Emacs Lisp","2015","1","2289"
"Kotlin","2015","1","2185"
"Jupyter Notebook","2015","1","1593"
"SCSS","2015","1","1482"
"R","2015","1","1427"
"Dart","2015","1","1335"
"OCaml","2015","1","1171"
"Elixir","2015","1","1075"
"Julia","2015","1","938"
"PowerShell","2015","1","934"
"F#","2015","1","867"
"Visual Basic","2015","1","825"
"TSQL","2015","1","735"
"YAML","2015","1","732"
"TeX","2015","1","649"
"ApacheConf","2015","1","589"
"PLSQL","2015","1","472"
"Haxe","2015","1","469"
"Thrift","2015","1","467"
"QML","2015","1","411"
"PureScript","2015","1","408"
"Pug","2015","1","405"
"Vim script","2015","1","395"
"Dockerfile","2015","1","387"
"Fortran","2015","1","385"
"XSLT","2015","1","378"
"VimL","2015","1","346"
"D","2015","1","336"
"Common Lisp","2015","1","330"
"SQF","2015","1","324"
"ColdFusion","2015","1","311"
"CMake","2015","1","297"
"PLpgSQL","2015","1","276"
"Vala","2015","1","269"
"Apex","2015","1","251"
"Assembly","2015","1","249"
"Smalltalk","2015","1","236"
"Vim Script","2015","1","232"
"Gherkin","2015","1","229"
"MATLAB","2015","1","229"
"Tcl","2015","1","221"
"Eagle","2015","1","207"
"ActionScript","2015","1","204"
"Standard ML","2015","1","203"
"Objective-C++","2015","1","198"
"HCL","2015","1","186"
"GAP","2015","1","186"
"JSON","2015","1","181"
"ooc","2015","1","177"
"ASP","2015","1","174"
"PostScript","2015","1","173"
"GLSL","2015","1","172"
"Raku","2015","1","159"
"SourcePawn","2015","1","159"
"Rich Text Format","2015","1","157"
"SaltStack","2015","1","156"
"Less","2015","1","154"
"Matlab","2015","1","149"
"Racket","2015","1","149"
"XQuery","2015","1","149"
"Pascal","2015","1","147"
"Processing","2015","1","144"
"Arduino","2015","1","140"
"Elm","2015","1","140"
"Batchfile","2015","1","137"
"Smarty","2015","1","132"
"Liquid","2015","1","127"
"Groff","2015","1","126"
"Nunjucks","2015","1","116"
"Jinja","2015","1","116"
"Scheme","2015","1","113"
"Hack","2015","1","112"
"JavaScript","2015","2","186797"
"Python","2015","2","140441"
"Java","2015","2","102051"
"Ruby","2015","2","96801"
"PHP","2015","2","81563"
"C++","2015","2","46017"
"Go","2015","2","39884"
"HTML","2015","2","32372"
"C","2015","2","27675"
"C#","2015","2","27593"
"Shell","2015","2","18900"
"CSS","2015","2","17486"
"TypeScript","2015","2","16918"
"Scala","2015","2","14776"
"Objective-C","2015","2","12599"
"CoffeeScript","2015","2","7971"
"Rust","2015","2","7638"
"Swift","2015","2","7187"
"Lua","2015","2","4083"
"Perl","2015","2","3773"
"Haskell","2015","2","3764"
"Clojure","2015","2","3746"
"Erlang","2015","2","3098"
"DM","2015","2","2977"
"Kotlin","2015","2","2848"
"Groovy","2015","2","2756"
"Nix","2015","2","2322"
"PowerShell","2015","2","2056"
"Emacs Lisp","2015","2","2053"
"Dart","2015","2","1996"
"Puppet","2015","2","1904"
"SCSS","2015","2","1773"
"Elixir","2015","2","1725"
"Jupyter Notebook","2015","2","1724"
"Makefile","2015","2","1635"
"YAML","2015","2","1487"
"OCaml","2015","2","1470"
"R","2015","2","1405"
"Julia","2015","2","1289"
"Visual Basic","2015","2","953"
"F#","2015","2","951"
"TeX","2015","2","935"
"Thrift","2015","2","919"
"Bicep","2015","2","724"
"Dockerfile","2015","2","666"
"TSQL","2015","2","629"
"Haxe","2015","2","605"
"PureScript","2015","2","567"
"JSON","2015","2","532"
"Processing","2015","2","517"
"XSLT","2015","2","484"
"QML","2015","2","482"
"CMake","2015","2","449"
"VimL","2015","2","432"
"Fortran","2015","2","432"
"Vim script","2015","2","416"
"ApacheConf","2015","2","389"
"MATLAB","2015","2","375"
"D","2015","2","373"
"AutoIt","2015","2","355"
"Vala","2015","2","351"
"PLpgSQL","2015","2","335"
"Smalltalk","2015","2","316"
"ActionScript","2015","2","290"
"Common Lisp","2015","2","270"
"ooc","2015","2","268"
"PLSQL","2015","2","268"
"Matlab","2015","2","267"
"SQF","2015","2","265"
"Apex","2015","2","264"
"Objective-C++","2015","2","246"
"Mustache","2015","2","245"
"HCL","2015","2","242"
"Perl 6","2015","2","231"
"Jinja","2015","2","221"
"Assembly","2015","2","213"
"Gherkin","2015","2","210"
"Vim Script","2015","2","205"
"Perl6","2015","2","204"
"Racket","2015","2","200"
"Standard ML","2015","2","196"
"SaltStack","2015","2","184"
"Elm","2015","2","182"
"Raku","2015","2","181"
"Pascal","2015","2","171"
"Scheme","2015","2","168"
"Less","2015","2","165"
"Groff","2015","2","163"
"ColdFusion","2015","2","156"
"PostScript","2015","2","155"
"GLSL","2015","2","153"
"Cuda","2015","2","148"
"GDScript","2015","2","143"
"Protocol Buffer","2015","2","135"
"Verilog","2015","2","119"
"Jsonnet","2015","2","116"
"Arduino","2015","2","115"
"GCC Machine Description","2015","2","113"
"SQLPL","2015","2","113"
"Crystal","2015","2","94"
"JavaScript","2015","3","215522"
"Python","2015","3","159591"
"Java","2015","3","110575"
"Ruby","2015","3","102538"
"PHP","2015","3","89094"
"C++","2015","3","50082"
"Go","2015","3","49203"
"HTML","2015","3","44071"
"C#","2015","3","32799"
"C","2015","3","31867"
"Shell","2015","3","25280"
"CSS","2015","3","22889"
"TypeScript","2015","3","20371"
"Scala","2015","3","15171"
"Objective-C","2015","3","14139"
"Swift","2015","3","10108"
"CoffeeScript","2015","3","8598"
"Rust","2015","3","7283"
"Clojure","2015","3","4846"
"Lua","2015","3","3991"
"Haskell","2015","3","3918"
"Perl","2015","3","3638"
"Erlang","2015","3","3459"
"DM","2015","3","3279"
"Jupyter Notebook","2015","3","3187"
"Groovy","2015","3","2818"
"Kotlin","2015","3","2680"
"Nix","2015","3","2490"
"PowerShell","2015","3","2475"
"Elixir","2015","3","2424"
"Julia","2015","3","2207"
"Emacs Lisp","2015","3","2171"
"R","2015","3","2149"
"Puppet","2015","3","1954"
"Makefile","2015","3","1798"
"SCSS","2015","3","1673"
"Dart","2015","3","1428"
"ApacheConf","2015","3","1319"
"Visual Basic","2015","3","1208"
"OCaml","2015","3","1183"
"YAML","2015","3","1090"
"TeX","2015","3","1052"
"F#","2015","3","1047"
"Thrift","2015","3","1014"
"Dockerfile","2015","3","860"
"CMake","2015","3","799"
"TSQL","2015","3","782"
"PureScript","2015","3","703"
"Bicep","2015","3","531"
"XSLT","2015","3","523"
"Vim script","2015","3","491"
"Haxe","2015","3","481"
"D","2015","3","467"
"MATLAB","2015","3","454"
"ooc","2015","3","446"
"Less","2015","3","436"
"PLpgSQL","2015","3","427"
"Gherkin","2015","3","420"
"QML","2015","3","394"
"VimL","2015","3","383"
"Elm","2015","3","361"
"Standard ML","2015","3","341"
"Objective-C++","2015","3","335"
"SaltStack","2015","3","330"
"ActionScript","2015","3","329"
"Jinja","2015","3","319"
"Fortran","2015","3","308"
"Smalltalk","2015","3","305"
"Racket","2015","3","303"
"Pascal","2015","3","296"
"SQF","2015","3","291"
"Vala","2015","3","288"
"Matlab","2015","3","282"
"ColdFusion","2015","3","265"
"Common Lisp","2015","3","259"
"HCL","2015","3","254"
"Batchfile","2015","3","245"
"Raku","2015","3","232"
"GCC Machine Description","2015","3","226"
"JSON","2015","3","207"
"Apex","2015","3","196"
"Vim Script","2015","3","169"
"Protocol Buffer","2015","3","166"
"Crystal","2015","3","166"
"Arduino","2015","3","164"
"Processing","2015","3","164"
"Vue","2015","3","153"
"Perl 6","2015","3","150"
"SourcePawn","2015","3","144"
"BitBake","2015","3","141"
"Assembly","2015","3","141"
"Roff","2015","3","136"
"Groff","2015","3","135"
"Mustache","2015","3","129"
"Stylus","2015","3","117"
"Cuda","2015","3","115"
"GLSL","2015","3","113"
"GAP","2015","3","111"
"Eagle","2015","3","104"
"Mathematica","2015","3","103"
"JavaScript","2015","4","256735"
"Python","2015","4","167131"
"Java","2015","4","125231"
"Ruby","2015","4","122565"
"PHP","2015","4","100479"
"C++","2015","4","60117"
"Go","2015","4","54572"
"HTML","2015","4","53161"
"C#","2015","4","38539"
"C","2015","4","34556"
"Shell","2015","4","27516"
"TypeScript","2015","4","24976"
"CSS","2015","4","24358"
"Scala","2015","4","15572"
"Objective-C","2015","4","14845"
"Swift","2015","4","13496"
"CoffeeScript","2015","4","8161"
"Rust","2015","4","6791"
"Clojure","2015","4","5908"
"Lua","2015","4","4452"
"DM","2015","4","4388"
"Perl","2015","4","4025"
"Kotlin","2015","4","3937"
"Haskell","2015","4","3698"
"Jupyter Notebook","2015","4","3456"
"Erlang","2015","4","3093"
"Groovy","2015","4","3078"
"Nix","2015","4","2954"
"PowerShell","2015","4","2876"
"Elixir","2015","4","2780"
"Makefile","2015","4","2614"
"Emacs Lisp","2015","4","2571"
"Dart","2015","4","2329"
"SCSS","2015","4","2002"
"Visual Basic","2015","4","1991"
"R","2015","4","1955"
"Puppet","2015","4","1943"
"F#","2015","4","1836"
"Julia","2015","4","1701"
"TeX","2015","4","1699"
"ApacheConf","2015","4","1496"
"OCaml","2015","4","1413"
"ooc","2015","4","1173"
"Dockerfile","2015","4","1013"
"YAML","2015","4","931"
"Vim script","2015","4","749"
"Assembly","2015","4","749"
"Bicep","2015","4","690"
"CMake","2015","4","635"
"TSQL","2015","4","633"
"PureScript","2015","4","620"
"Haxe","2015","4","604"
"Raku","2015","4","497"
"Objective-C++","2015","4","470"
"Fortran","2015","4","458"
"Jinja","2015","4","454"
"XSLT","2015","4","453"
"Perl 6","2015","4","451"
"MATLAB","2015","4","446"
"Elm","2015","4","442"
"PLpgSQL","2015","4","430"
"VimL","2015","4","399"
"QML","2015","4","392"
"D","2015","4","370"
"SaltStack","2015","4","363"
"ActionScript","2015","4","350"
"HCL","2015","4","341"
"Smalltalk","2015","4","336"
"Matlab","2015","4","324"
"Apex","2015","4","321"
"Batchfile","2015","4","317"
"ColdFusion","2015","4","314"
"Pascal","2015","4","310"
"Racket","2015","4","292"
"Gherkin","2015","4","288"
"Common Lisp","2015","4","280"
"Standard ML","2015","4","279"
"JSON","2015","4","277"
"Crystal","2015","4","269"
"Perl6","2015","4","255"
"Protocol Buffer","2015","4","247"
"Arduino","2015","4","247"
"hoon","2015","4","244"
"SQF","2015","4","207"
"Vue","2015","4","204"
"GAP","2015","4","189"
"GCC Machine Description","2015","4","180"
"GLSL","2015","4","176"
"SourcePawn","2015","4","174"
"Smarty","2015","4","170"
"Vim Script","2015","4","167"
"Eiffel","2015","4","166"
"Vala","2015","4","164"
"Tcl","2015","4","164"
"Eagle","2015","4","162"
"Jsonnet","2015","4","159"
"OpenEdge ABL","2015","4","152"
"BitBake","2015","4","150"
"Roff","2015","4","149"
"Less","2015","4","148"
"JavaScript","2016","1","316571"
"Python","2016","1","192743"
"Java","2016","1","142492"
"Ruby","2016","1","132282"
"PHP","2016","1","111122"
"C++","2016","1","72056"
"Go","2016","1","69295"
"HTML","2016","1","61167"
"C#","2016","1","40344"
"C","2016","1","38752"
"TypeScript","2016","1","32405"
"CSS","2016","1","31598"
"Shell","2016","1","31555"
"Scala","2016","1","19826"
"Swift","2016","1","17478"
"Objective-C","2016","1","17256"
"Rust","2016","1","9569"
"CoffeeScript","2016","1","8177"
"Lua","2016","1","5427"
"Kotlin","2016","1","5272"
"Jupyter Notebook","2016","1","5023"
"Clojure","2016","1","5014"
"Perl","2016","1","4686"
"DM","2016","1","4624"
"Groovy","2016","1","4144"
"Haskell","2016","1","3749"
"Visual Basic","2016","1","3541"
"Elixir","2016","1","3518"
"Nix","2016","1","3494"
"PowerShell","2016","1","3427"
"Makefile","2016","1","3384"
"Erlang","2016","1","3103"
"Puppet","2016","1","3047"
"R","2016","1","2969"
"Dart","2016","1","2852"
"SCSS","2016","1","2444"
"Emacs Lisp","2016","1","2229"
"OCaml","2016","1","2055"
"TeX","2016","1","2054"
"F#","2016","1","1634"
"Julia","2016","1","1419"
"YAML","2016","1","1213"
"Dockerfile","2016","1","1122"
"ooc","2016","1","881"
"Haxe","2016","1","878"
"Bicep","2016","1","849"
"PureScript","2016","1","721"
"MATLAB","2016","1","675"
"XSLT","2016","1","674"
"CMake","2016","1","653"
"Smalltalk","2016","1","651"
"Vim script","2016","1","649"
"Vue","2016","1","638"
"Elm","2016","1","613"
"Fortran","2016","1","597"
"D","2016","1","592"
"Objective-C++","2016","1","581"
"Matlab","2016","1","555"
"Vim Script","2016","1","510"
"TSQL","2016","1","490"
"ColdFusion","2016","1","478"
"Pascal","2016","1","473"
"GLSL","2016","1","471"
"QML","2016","1","442"
"HCL","2016","1","441"
"Crystal","2016","1","440"
"SaltStack","2016","1","439"
"PLpgSQL","2016","1","397"
"Jinja","2016","1","394"
"Vala","2016","1","392"
"Apex","2016","1","390"
"GAP","2016","1","384"
"Objective-J","2016","1","371"
"WebAssembly","2016","1","368"
"RobotFramework","2016","1","356"
"Assembly","2016","1","347"
"Common Lisp","2016","1","347"
"Perl 6","2016","1","346"
"Markdown","2016","1","338"
"Arduino","2016","1","335"
"Batchfile","2016","1","332"
"VimL","2016","1","326"
"Jsonnet","2016","1","316"
"Gherkin","2016","1","314"
"SQF","2016","1","306"
"BitBake","2016","1","306"
"API Blueprint","2016","1","275"
"Standard ML","2016","1","266"
"Nim","2016","1","265"
"Cucumber","2016","1","262"
"Roff","2016","1","241"
"SourcePawn","2016","1","241"
"Protocol Buffer","2016","1","222"
"ActionScript","2016","1","218"
"Tcl","2016","1","211"
"Raku","2016","1","208"
"JSON","2016","1","201"
"Twig","2016","1","190"
"ApacheConf","2016","1","186"
"Eagle","2016","1","182"
"JavaScript","2016","2","324436"
"Python","2016","2","202106"
"Java","2016","2","147825"
"PHP","2016","2","108143"
"Ruby","2016","2","105684"
"C++","2016","2","75195"
"Go","2016","2","71850"
"HTML","2016","2","58476"
"C#","2016","2","42570"
"TypeScript","2016","2","42446"
"C","2016","2","37599"
"Shell","2016","2","31919"
"CSS","2016","2","28287"
"Scala","2016","2","21125"
"Swift","2016","2","19504"
"Objective-C","2016","2","13150"
"Rust","2016","2","10722"
"CoffeeScript","2016","2","7277"
"Kotlin","2016","2","5553"
"Lua","2016","2","5289"
"Clojure","2016","2","5223"
"DM","2016","2","5167"
"Groovy","2016","2","4818"
"Jupyter Notebook","2016","2","4619"
"Elixir","2016","2","4368"
"Perl","2016","2","4193"
"Haskell","2016","2","3957"
"Nix","2016","2","3407"
"Makefile","2016","2","3368"
"Erlang","2016","2","3189"
"PowerShell","2016","2","3147"
"R","2016","2","3082"
"Dart","2016","2","2652"
"SCSS","2016","2","2563"
"Visual Basic","2016","2","2516"
"TeX","2016","2","2460"
"OCaml","2016","2","2397"
"Puppet","2016","2","2308"
"F#","2016","2","1916"
"Julia","2016","2","1833"
"Emacs Lisp","2016","2","1690"
"YAML","2016","2","1575"
"Bicep","2016","2","1185"
"Dockerfile","2016","2","1079"
"CMake","2016","2","909"
"Vim script","2016","2","880"
"Elm","2016","2","711"
"Haxe","2016","2","666"
"TSQL","2016","2","665"
"Matlab","2016","2","661"
"Vue","2016","2","653"
"Objective-C++","2016","2","638"
"PureScript","2016","2","627"
"PLpgSQL","2016","2","610"
"HCL","2016","2","590"
"XSLT","2016","2","545"
"Gherkin","2016","2","535"
"WebAssembly","2016","2","508"
"MATLAB","2016","2","494"
"Smalltalk","2016","2","482"
"Tcl","2016","2","468"
"D","2016","2","456"
"Batchfile","2016","2","448"
"ooc","2016","2","432"
"Fortran","2016","2","430"
"GLSL","2016","2","429"
"Jinja","2016","2","427"
"Vim Script","2016","2","416"
"BitBake","2016","2","412"
"QML","2016","2","397"
"SQF","2016","2","388"
"Crystal","2016","2","388"
"Arduino","2016","2","386"
"Pascal","2016","2","354"
"RobotFramework","2016","2","354"
"SourcePawn","2016","2","353"
"ColdFusion","2016","2","352"
"Perl 6","2016","2","343"
"SaltStack","2016","2","340"
"Mustache","2016","2","331"
"Markdown","2016","2","324"
"JSON","2016","2","309"
"Common Lisp","2016","2","300"
"PLSQL","2016","2","298"
"Roff","2016","2","285"
"GAP","2016","2","273"
"Apex","2016","2","254"
"Prolog","2016","2","244"
"Vala","2016","2","237"
"Nim","2016","2","237"
"PostScript","2016","2","236"
"API Blueprint","2016","2","229"
"SQLPL","2016","2","226"
"Protocol Buffer","2016","2","222"
"Rich Text Format","2016","2","219"
"Rascal","2016","2","219"
"Verilog","2016","2","217"
"Raku","2016","2","216"
"ActionScript","2016","2","209"
"Scheme","2016","2","205"
"JavaScript","2016","3","306393"
"Python","2016","3","198247"
"Java","2016","3","134356"
"PHP","2016","3","98293"
"Ruby","2016","3","95021"
"Go","2016","3","73099"
"C++","2016","3","72467"
"HTML","2016","3","49396"
"TypeScript","2016","3","48841"
"C#","2016","3","42667"
"C","2016","3","36158"
"Shell","2016","3","29789"
"CSS","2016","3","23894"
"Scala","2016","3","22427"
"Swift","2016","3","22284"
"Objective-C","2016","3","11783"
"Rust","2016","3","9737"
"Jupyter Notebook","2016","3","6473"
"Kotlin","2016","3","6325"
"CoffeeScript","2016","3","5753"
"Lua","2016","3","5127"
"Clojure","2016","3","4765"
"Groovy","2016","3","4132"
"Nix","2016","3","4010"
"Haskell","2016","3","3987"
"Elixir","2016","3","3929"
"Perl","2016","3","3873"
"DM","2016","3","3823"
"PowerShell","2016","3","3121"
"Makefile","2016","3","2809"
"Erlang","2016","3","2710"
"Julia","2016","3","2335"
"Puppet","2016","3","2184"
"Dart","2016","3","2171"
"R","2016","3","2155"
"OCaml","2016","3","2142"
"SCSS","2016","3","2127"
"Visual Basic","2016","3","2023"
"Emacs Lisp","2016","3","1521"
"F#","2016","3","1360"
"Dockerfile","2016","3","1218"
"Vue","2016","3","1200"
"TeX","2016","3","1188"
"Vim script","2016","3","883"
"Haxe","2016","3","793"
"Objective-C++","2016","3","733"
"YAML","2016","3","710"
"Bicep","2016","3","630"
"CMake","2016","3","621"
"Jinja","2016","3","600"
"Elm","2016","3","597"
"Fortran","2016","3","584"
"Matlab","2016","3","542"
"MATLAB","2016","3","490"
"TSQL","2016","3","477"
"XSLT","2016","3","457"
"PLpgSQL","2016","3","432"
"HCL","2016","3","432"
"PureScript","2016","3","421"
"Tcl","2016","3","419"
"BitBake","2016","3","418"
"Crystal","2016","3","411"
"Gherkin","2016","3","401"
"Mustache","2016","3","375"
"QML","2016","3","355"
"SQF","2016","3","350"
"SaltStack","2016","3","345"
"Vim Script","2016","3","344"
"Protocol Buffer","2016","3","329"
"Pascal","2016","3","324"
"D","2016","3","323"
"Batchfile","2016","3","313"
"Starlark","2016","3","304"
"Smalltalk","2016","3","304"
"GLSL","2016","3","303"
"Common Lisp","2016","3","301"
"Apex","2016","3","290"
"Markdown","2016","3","273"
"Perl 6","2016","3","272"
"Roff","2016","3","267"
"Arduino","2016","3","263"
"Nim","2016","3","259"
"Visual Basic .NET","2016","3","250"
"Raku","2016","3","241"
"RobotFramework","2016","3","240"
"Stylus","2016","3","238"
"ColdFusion","2016","3","224"
"Nginx","2016","3","217"
"Xtend","2016","3","215"
"SourcePawn","2016","3","215"
"ooc","2016","3","210"
"Common Workflow Language","2016","3","210"
"Twig","2016","3","208"
"Vala","2016","3","201"
"Rascal","2016","3","187"
"API Blueprint","2016","3","179"
"Handlebars","2016","3","169"
"Racket","2016","3","165"
"PLSQL","2016","3","165"
"Less","2016","3","158"
"JavaScript","2016","4","326674"
"Python","2016","4","204044"
"Java","2016","4","151448"
"PHP","2016","4","106059"
"Ruby","2016","4","95167"
"Go","2016","4","80474"
"C++","2016","4","76921"
"HTML","2016","4","59158"
"TypeScript","2016","4","58763"
"C#","2016","4","45530"
"C","2016","4","40683"
"Shell","2016","4","34989"
"CSS","2016","4","25503"
"Scala","2016","4","23750"
"Swift","2016","4","22297"
"Objective-C","2016","4","11899"
"Rust","2016","4","10028"
"Jupyter Notebook","2016","4","7034"
"Lua","2016","4","6583"
"Kotlin","2016","4","6536"
"CoffeeScript","2016","4","6525"
"Clojure","2016","4","4831"
"Elixir","2016","4","4619"
"Perl","2016","4","4324"
"Groovy","2016","4","4171"
"Nix","2016","4","3886"
"Haskell","2016","4","3635"
"DM","2016","4","3627"
"PowerShell","2016","4","3453"
"Erlang","2016","4","3039"
"Dart","2016","4","2908"
"Vue","2016","4","2833"
"OCaml","2016","4","2646"
"Makefile","2016","4","2569"
"SCSS","2016","4","2445"
"Visual Basic","2016","4","2346"
"Puppet","2016","4","2189"
"R","2016","4","2115"
"Dockerfile","2016","4","1820"
"Emacs Lisp","2016","4","1654"
"Vim script","2016","4","1466"
"TeX","2016","4","1390"
"F#","2016","4","1381"
"Julia","2016","4","1298"
"Elm","2016","4","1112"
"CMake","2016","4","1039"
"PureScript","2016","4","872"
"YAML","2016","4","785"
"Gherkin","2016","4","747"
"Bicep","2016","4","698"
"Jinja","2016","4","688"
"HCL","2016","4","686"
"Matlab","2016","4","672"
"MATLAB","2016","4","665"
"Objective-C++","2016","4","643"
"Perl6","2016","4","620"
"PLpgSQL","2016","4","618"
"Crystal","2016","4","572"
"BitBake","2016","4","561"
"Haxe","2016","4","559"
"TSQL","2016","4","559"
"Twig","2016","4","530"
"Fortran","2016","4","520"
"XSLT","2016","4","481"
"Pascal","2016","4","460"
"Visual Basic .NET","2016","4","426"
"RobotFramework","2016","4","422"
"Vim Script","2016","4","408"
"SQF","2016","4","408"
"Batchfile","2016","4","375"
"Prolog","2016","4","370"
"Arduino","2016","4","364"
"Smalltalk","2016","4","355"
"QML","2016","4","350"
"Perl 6","2016","4","339"
"Smarty","2016","4","332"
"Xtend","2016","4","325"
"D","2016","4","322"
"ColdFusion","2016","4","319"
"SaltStack","2016","4","311"
"Common Lisp","2016","4","309"
"GLSL","2016","4","304"
"Raku","2016","4","291"
"ooc","2016","4","285"
"Mustache","2016","4","284"
"LLVM","2016","4","267"
"SourcePawn","2016","4","265"
"Apex","2016","4","259"
"VHDL","2016","4","252"
"SQLPL","2016","4","250"
"Roff","2016","4","248"
"WebAssembly","2016","4","231"
"Coq","2016","4","223"
"Vala","2016","4","211"
"VimL","2016","4","208"
"PLSQL","2016","4","199"
"Cuda","2016","4","197"
"Starlark","2016","4","196"
"Assembly","2016","4","196"
"Eagle","2016","4","194"
"JavaScript","2017","1","343610"
"Python","2017","1","236127"
"Java","2017","1","163323"
"PHP","2017","1","115780"
"Ruby","2017","1","106145"
"Go","2017","1","90217"
"C++","2017","1","86003"
"TypeScript","2017","1","72525"
"HTML","2017","1","61966"
"C#","2017","1","53583"
"C","2017","1","42479"
"Shell","2017","1","38667"
"CSS","2017","1","27195"
"Scala","2017","1","25841"
"Swift","2017","1","23936"
"Rust","2017","1","13610"
"Objective-C","2017","1","11463"
"Jupyter Notebook","2017","1","9594"
"Lua","2017","1","9148"
"Kotlin","2017","1","8735"
"Elixir","2017","1","6224"
"DM","2017","1","6196"
"CoffeeScript","2017","1","5896"
"Clojure","2017","1","5428"
"Groovy","2017","1","5396"
"Perl","2017","1","4909"
"Nix","2017","1","4732"
"PowerShell","2017","1","4499"
"Haskell","2017","1","4402"
"Dart","2017","1","3802"
"Erlang","2017","1","3009"
"Vue","2017","1","3007"
"Makefile","2017","1","2973"
"SCSS","2017","1","2927"
"R","2017","1","2819"
"OCaml","2017","1","2575"
"Visual Basic","2017","1","2510"
"TeX","2017","1","2269"
"Puppet","2017","1","2030"
"Julia","2017","1","1953"
"Dockerfile","2017","1","1921"
"Vim script","2017","1","1792"
"Emacs Lisp","2017","1","1651"
"F#","2017","1","1375"
"Objective-C++","2017","1","986"
"Elm","2017","1","982"
"Fortran","2017","1","936"
"Gherkin","2017","1","906"
"HCL","2017","1","898"
"PureScript","2017","1","893"
"MATLAB","2017","1","850"
"Pascal","2017","1","823"
"CMake","2017","1","798"
"XSLT","2017","1","740"
"Jinja","2017","1","709"
"Crystal","2017","1","697"
"Smarty","2017","1","685"
"TSQL","2017","1","621"
"Bicep","2017","1","616"
"BitBake","2017","1","579"
